,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Age,School_meal_receive,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned,Relationship_MainProvider_Daughter,Relationship_MainProvider_Father/Mother,Relationship_MainProvider_Foster Child,Relationship_MainProvider_Grandchild,Relationship_MainProvider_Main Provider,Relationship_MainProvider_Other Non-Relative,Relationship_MainProvider_Other Relative,Relationship_MainProvider_Sister/Brother,Relationship_MainProvider_Son,Relationship_MainProvider_Spouse,Gender_Female,Gender_Male,Work_last_7days_Doing nothing,Work_last_7days_Full-time student,Work_last_7days_Herding-Worked on own/family agri. holding,Work_last_7days_Homemaker,Work_last_7days_In capacitated,Work_last_7days_On leave,Work_last_7days_Other,Work_last_7days_Retired,Work_last_7days_SKIP,Work_last_7days_Seeking work,Work_last_7days_Sick leave,Work_last_7days_Worked for pay,Work_last_7days_Worked on own/family business,"Main_provider_occupation_Armed Forces, police or customs","Main_provider_occupation_Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)","Main_provider_occupation_Casual unskilled labour, caretakers, messengers, watchman, housekeepers & domestic workers","Main_provider_occupation_Construction, maintenance, mining",Main_provider_occupation_Crop and animal producers (mixed farming- relatively large-scale),"Main_provider_occupation_Drivers, transport, freight workers","Main_provider_occupation_Field crop, vegetable or  horticultural ( arable -no livestock)","Main_provider_occupation_Food, Brewers, catering, baking, butchers, fishmonger, dairy products","Main_provider_occupation_Govt. administrators, local authority officials, NGO staff & other administrators and managers",Main_provider_occupation_Handicraft workers,"Main_provider_occupation_Herding Livestock, poultry, dairy and livestock producers (livestock only)",Main_provider_occupation_Main provider occupation not defined,"Main_provider_occupation_Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Main_provider_occupation_Other jobs,"Main_provider_occupation_Other sales, services or manufacturing","Main_provider_occupation_Primary teachers, secondary, technical Institute teachers or other teaching professionals","Main_provider_occupation_Shop assistants, food vendors, sales & services, cashiers, bartenders",Main_provider_occupation_Street vendors and related,Toilet_Bucket/pan,Toilet_Bush-None,Toilet_Covered pit latrine,Toilet_Flush toilet,Toilet_Other,Toilet_Uncovered pit latrine,Toilet_VIP latrine,Drinking_water_Bottled water,Drinking_water_Other,Drinking_water_Piped water inside dwelling,Drinking_water_Piped water into plot/yard,Drinking_water_Protected dug well,Drinking_water_Protected spring,Drinking_water_Public tap,Drinking_water_Rainwater collection,"Drinking_water_River, Lake, ponds or similar",Drinking_water_Tube well/borehole with pump,Drinking_water_Unprotected dug well/springs,Drinking_water_Water truck/vendor
40981,4.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.5865384615384616,False,0.0,0.0,0.0,0.08839779005524862,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40985,4.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.33653846153846156,False,0.0,0.0,0.0,0.08839779005524862,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40988,4.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.3942307692307693,False,0.0,0.0,0.0,0.10865561694290976,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40990,4.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.5,False,0.0,0.0,0.0,0.03683241252302026,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40991,4.0,0.2,0.2,0.2,0.0,0.2,False,0,False,False,0.5480769230769231,False,0.0,0.0,0.0,0.04604051565377532,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40996,1.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.46153846153846156,False,0.03636363636363636,0.0,0.04,0.053406998158379376,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40998,0.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.5865384615384616,False,0.01818181818181818,0.0,0.03,0.01841620626151013,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41002,1.0,0.2,0.2,0.0,0.0,0.2,True,0,False,False,0.4519230769230769,False,0.0,0.0,0.0,0.009208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41003,1.0,0.2,0.2,0.0,0.0,0.2,True,0,False,False,0.4519230769230769,False,0.0,0.0,0.0,0.027624309392265196,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41004,5.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.3173076923076923,False,0.0,0.02,0.0,0.11049723756906078,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41005,4.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.27884615384615385,False,0.0,0.0,0.0,0.01841620626151013,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41006,1.0,0.2,0.2,0.2,0.2,0.2,False,0,False,False,0.48076923076923084,False,0.01818181818181818,0.01,0.0,0.04604051565377532,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41008,1.0,0.2,0.2,0.2,0.2,0.0,False,1,False,False,0.25961538461538464,False,0.0,0.01,0.0,0.03683241252302026,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41011,4.0,0.2,0.2,0.2,0.0,0.2,False,1,False,False,0.6057692307692308,False,0.0,0.1,0.0,0.3683241252302026,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41013,1.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.2884615384615385,False,0.01818181818181818,0.03,0.0,0.14917127071823205,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41015,1.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.3557692307692308,False,0.01818181818181818,0.0,0.03,0.03683241252302026,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41017,4.0,0.2,0.26666666666666666,0.26666666666666666,0.4,0.4,False,0,False,False,0.7788461538461539,False,0.0,0.0,0.0,0.07918968692449356,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41023,4.0,0.2,0.26666666666666666,0.26666666666666666,0.4,0.4,False,0,False,False,0.4326923076923077,False,0.0,0.0,0.0,0.0423572744014733,0.6666666666666666,0.4,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41026,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.38461538461538464,False,0.0,0.0,0.0,0.0994475138121547,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41036,1.0,0.2,0.26666666666666666,0.26666666666666666,0.4,0.4,False,0,False,False,0.7884615384615385,False,0.0,0.0,0.0,0.027624309392265196,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41042,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.4134615384615385,False,0.0,0.0,0.0,0.09208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41043,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,1,False,False,0.6826923076923077,False,0.0,0.0,0.0,0.09208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41048,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.27884615384615385,False,0.0,0.0,0.0,0.027624309392265196,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41049,4.0,0.2,0.26666666666666666,0.26666666666666666,0.4,0.4,False,0,False,False,0.4230769230769231,False,0.0,0.02,0.0,0.07366482504604052,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41053,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.5673076923076923,False,0.0,0.0,0.0,0.0,0.8333333333333333,0.4,0.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41054,4.0,0.2,0.26666666666666666,0.26666666666666666,0.4,0.4,False,0,False,False,0.5384615384615384,False,0.03636363636363636,0.0,0.02,0.04788213627992634,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41055,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.38461538461538464,False,0.0,0.0,0.0,0.01289134438305709,0.3333333333333333,0.4,0.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41057,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.4326923076923077,False,0.0,0.0,0.0,0.01289134438305709,0.6666666666666666,0.4,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41058,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.3653846153846154,False,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
41061,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,1,False,False,0.7211538461538461,False,0.0,0.05,0.0,0.08839779005524862,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41063,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,True,1,False,False,0.4230769230769231,False,0.0,0.05,0.0,0.09576427255985268,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
41066,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.4230769230769231,False,0.0,0.0,0.0,0.009208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41067,1.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,1,False,False,0.3269230769230769,False,0.0,0.01,0.0,0.09208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41070,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.2692307692307692,False,0.0,0.0,0.0,0.11786372007366483,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41071,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.40384615384615385,False,0.0,0.0,0.0,0.022099447513812154,0.3333333333333333,0.4,0.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41073,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,True,1,False,False,0.44230769230769235,False,0.0,0.0,0.0,0.01841620626151013,0.6666666666666666,0.4,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41078,4.0,0.2,0.26666666666666666,0.26666666666666666,0.8,0.8,False,1,False,False,0.7788461538461539,False,0.0,0.02,0.0,0.14732965009208104,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41079,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,True,0,False,False,0.6057692307692308,False,0.0,0.0,0.0,0.1252302025782689,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41080,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.40384615384615385,False,0.07272727272727272,0.0,0.0,0.1289134438305709,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41091,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.27884615384615385,False,0.0,0.01,0.02,0.05524861878453039,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41097,4.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.2,False,0,False,False,0.3557692307692308,False,0.0,0.0,0.0,0.05524861878453039,0.3333333333333333,0.4,0.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41100,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.5192307692307693,False,0.0,0.0,0.0,0.09208103130755065,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41104,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.3557692307692308,False,0.0,0.0,0.0,0.01289134438305709,0.8333333333333333,0.6000000000000001,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41105,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.3942307692307693,False,0.0,0.0,0.0,0.029465930018416207,0.8333333333333333,0.6000000000000001,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41107,4.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.4,False,0,False,False,0.34615384615384615,False,0.0,0.0,0.0,0.040515653775322284,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41109,4.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.4,False,0,False,False,0.5096153846153847,False,0.0,0.0,0.0,0.0423572744014733,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41119,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.48076923076923084,False,0.0,0.02,0.0,0.07366482504604052,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41120,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.4326923076923077,False,0.01818181818181818,0.0,0.0,0.07366482504604052,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41121,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.23076923076923078,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.75,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41123,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,1,False,False,0.47115384615384615,False,0.01818181818181818,0.01,0.0,0.1289134438305709,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41124,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,1,False,False,0.6057692307692308,False,0.0,0.0,0.0,0.11049723756906078,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41126,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.7403846153846154,False,0.0,0.0,0.08,0.06998158379373849,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41127,4.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.4,False,1,False,False,0.2884615384615385,False,0.0,0.02,0.0,0.11049723756906078,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41130,1.0,0.2,0.3333333333333333,0.4666666666666667,0.6000000000000001,0.6000000000000001,False,0,False,False,0.3653846153846154,False,0.03636363636363636,0.0,0.0,0.08287292817679558,0.16666666666666666,0.2,0.25,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41135,4.0,0.2,0.3333333333333333,0.26666666666666666,0.4,1.0,False,0,False,False,0.7980769230769231,False,0.03636363636363636,0.0,0.02,0.0570902394106814,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41136,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,1,False,False,0.6153846153846154,False,0.01818181818181818,0.02,0.0,0.07366482504604052,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41137,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.2884615384615385,False,0.0,0.0,0.0,0.01289134438305709,0.3333333333333333,0.4,0.75,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41138,4.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,False,0,False,False,0.3653846153846154,False,0.05454545454545454,0.02,0.0,0.10865561694290976,0.16666666666666666,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
